"","...1","...2","order_id","customer_id","restaurant_name","cuisine_type","cost_of_the_order","day_of_the_week","rating","food_preparation_time","delivery_time"
"1489",1489,1489,1478368,64153,"Burger Joint","American",12.13,"Weekday","5",31,33
"1490",1490,1490,1476859,62667,"Sarabeth's Restaurant","American",12.23,"Weekend","4",26,24
"1491",1491,1491,1478393,80795,"Tamarind TriBeCa","Indian",16.44,"Weekend","5",23,24
"1492",1492,1492,1477345,339144,"The Meatball Shop","Italian",5.05,"Weekend","Not given",29,19
"1493",1493,1493,1476707,144133,"Shake Shack","American",22.75,"Weekday","4",21,27
"1494",1494,1494,1477064,134058,"The Meatball Shop","Italian",16.98,"Weekend","Not given",32,30
"1495",1495,1495,1477543,59105,"Sushi of Gari 46","Japanese",12.13,"Weekend","5",27,20
"1496",1496,1496,1476680,44472,"Blue Ribbon Sushi Izakaya","Japanese",12.08,"Weekend","3",35,15
"1497",1497,1497,1476816,344079,"Olea","Mediterranean",12.23,"Weekend","4",29,24
"1498",1498,1498,1477589,214028,"Boqueria","Spanish",29.05,"Weekend","4",24,24
"1499",1499,1499,1477899,165485,"Parm","Italian",8.68,"Weekend","Not given",20,19
"1500",1500,1500,1478043,264707,"The Meatball Shop","Italian",29.2,"Weekend","5",29,23
"1501",1501,1501,1476665,41246,"Shake Shack","American",24.2,"Weekend","Not given",25,24
"1502",1502,1502,1477298,361728,"The Meatball Shop","Italian",29.05,"Weekend","4",32,19
"1503",1503,1503,1476793,77339,"Rubirosa","Italian",9.17,"Weekend","4",27,25
"1504",1504,1504,1477396,140998,"Boqueria","Spanish",13,"Weekend","5",26,24
"1505",1505,1505,1477477,78560,"The Meatball Shop","Italian",11.69,"Weekend","4",35,16
"1506",1506,1506,1476963,296805,"Blue Ribbon Fried Chicken","American",13,"Weekday","4",33,29
"1507",1507,1507,1477733,376499,"Lucky Strike","American",29.25,"Weekend","4",21,21
"1508",1508,1508,1477627,359699,"RedFarm Hudson","Chinese",7.03,"Weekday","5",32,24
"1509",1509,1509,1477718,42755,"Blue Ribbon Sushi","Japanese",16.11,"Weekend","5",22,26
"1510",1510,1510,1477167,76907,"Han Dynasty","Chinese",14.8,"Weekday","4",23,25
"1511",1511,1511,1477766,186473,"Blue Ribbon Sushi","Japanese",19.45,"Weekday","Not given",22,27
"1512",1512,1512,1477386,221394,"The Meatball Shop","Italian",8.83,"Weekday","Not given",31,25
"1513",1513,1513,1478176,240982,"Rubirosa","Italian",29.1,"Weekend","5",28,16
"1514",1514,1514,1476818,195927,"Boqueria","Spanish",29.1,"Weekend","Not given",28,19
"1515",1515,1515,1477435,154030,"Hatsuhana","Japanese",29.49,"Weekend","4",22,23
"1516",1516,1516,1478086,81333,"Shake Shack","American",9.07,"Weekend","Not given",24,16
"1517",1517,1517,1477465,361220,"Carmine's","Italian",21.93,"Weekend","5",20,28
"1518",1518,1518,1477412,146489,"Paul & Jimmy's","Italian",16.05,"Weekend","Not given",33,15
"1519",1519,1519,1476550,101347,"The Loop","Japanese",16.98,"Weekend","5",26,27
"1520",1520,1520,1477361,115419,"Shake Shack","American",12.13,"Weekday","Not given",34,26
"1521",1521,1521,1477131,270525,"The Smile","American",12.13,"Weekend","4",29,24
"1522",1522,1522,1477745,59017,"TAO","Japanese",12.66,"Weekday","Not given",29,29
"1523",1523,1523,1477683,279715,"RedFarm Hudson","Chinese",21.34,"Weekend","Not given",23,17
"1524",1524,1524,1476592,67844,"The Smile","American",14.94,"Weekend","Not given",27,22
"1525",1525,1525,1477687,72757,"Jack's Wife Freda","Mediterranean",12.13,"Weekend","5",21,19
"1526",1526,1526,1476857,220186,"Blue Ribbon Fried Chicken","American",12.23,"Weekday","5",33,26
"1527",1527,1527,1478325,399373,"Shake Shack","American",29.1,"Weekday","4",29,24
"1528",1528,1528,1477744,58675,"Pinto Nouveau Thai Bistro","Thai",17.08,"Weekend","Not given",23,16
"1529",1529,1529,1478025,99312,"Pylos","Mediterranean",14.02,"Weekday","3",30,29
"1530",1530,1530,1478171,316402,"The Meatball Shop","American",14.5,"Weekend","5",25,22
"1531",1531,1531,1477268,375585,"TAO","Japanese",6.69,"Weekend","5",22,28
"1532",1532,1532,1476780,319773,"Vezzo Thin Crust Pizza","Italian",12.13,"Weekend","5",34,26
"1533",1533,1533,1476594,94480,"TAO","Japanese",12.17,"Weekend","5",22,16
"1534",1534,1534,1477830,61212,"Tamarind TriBeCa","Indian",15.77,"Weekend","5",25,29
"1535",1535,1535,1477725,105754,"Momoya","Japanese",12.18,"Weekend","4",26,25
"1536",1536,1536,1476922,66373,"Balthazar Boulangerie","French",12.18,"Weekend","3",24,29
"1537",1537,1537,1478266,297413,"The Meatball Shop","Italian",16.1,"Weekend","Not given",20,15
"1538",1538,1538,1478377,399584,"The Meatball Shop","Italian",6.4,"Weekend","Not given",23,20
"1539",1539,1539,1476880,216258,"Momoya","Japanese",9.41,"Weekend","5",26,20
"1540",1540,1540,1476721,131645,"The Meatball Shop","Italian",12.08,"Weekend","Not given",23,23
"1541",1541,1541,1477793,318451,"Blue Ribbon Sushi","Japanese",8.54,"Weekday","4",22,26
"1542",1542,1542,1478322,57943,"RedFarm Broadway","Chinese",24.25,"Weekday","5",25,25
"1543",1543,1543,1477065,43636,"The Meatball Shop","American",7.28,"Weekday","5",20,29
"1544",1544,1544,1477670,235818,"Shake Shack","American",6.01,"Weekday","5",23,30
"1545",1545,1545,1476674,318689,"Olive Garden","Italian",16.1,"Weekday","Not given",24,29
"1546",1546,1546,1478212,57878,"Dos Caminos","Mexican",11.59,"Weekend","Not given",33,22
"1547",1547,1547,1477632,76942,"Sarabeth's Restaurant","American",29.15,"Weekday","Not given",20,26
"1548",1548,1548,1478083,91817,"Lucky's Famous Burgers","American",5.77,"Weekend","4",21,20
"1549",1549,1549,1477484,143984,"Blue Ribbon Fried Chicken","American",6.79,"Weekend","3",28,27
"1550",1550,1550,1477710,376578,"Shake Shack","American",5.92,"Weekday","5",34,24
"1551",1551,1551,1477307,141732,"Cho Dang Gol","Korean",5.77,"Weekend","5",21,17
"1552",1552,1552,1478062,109107,"Burger Joint","American",15.72,"Weekend","4",31,30
"1553",1553,1553,1476865,297232,"Empanada Mama (closed)","Mexican",31.38,"Weekend","5",24,18
"1554",1554,1554,1476621,282699,"RedFarm Hudson","Chinese",19.35,"Weekend","Not given",30,24
"1555",1555,1555,1476957,54630,"V-Nam Cafe","Vietnamese",12.08,"Weekend","Not given",31,19
"1556",1556,1556,1477611,130820,"Nobu Next Door","Japanese",15.13,"Weekday","Not given",21,30
"1557",1557,1557,1477775,142461,"Shake Shack","American",29.25,"Weekend","4",25,19
"1558",1558,1558,1478007,113238,"Boqueria","Spanish",24.25,"Weekend","Not given",28,18
"1559",1559,1559,1477629,198936,"Five Leaves","American",12.13,"Weekend","Not given",23,15
"1560",1560,1560,1476737,94766,"Nobu Next Door","Japanese",12.23,"Weekday","5",31,29
"1561",1561,1561,1477868,27609,"Blue Ribbon Sushi Bar & Grill","Japanese",15.81,"Weekend","Not given",21,25
"1562",1562,1562,1478185,97079,"Benihana","Japanese",5.77,"Weekend","Not given",22,22
"1563",1563,1563,1477567,175290,"The Meatball Shop","Italian",9.17,"Weekend","Not given",30,30
"1564",1564,1564,1478251,99621,"Jack's Wife Freda","Mediterranean",12.47,"Weekend","5",34,20
"1565",1565,1565,1478079,54608,"Tamarind TriBeCa","Indian",25.22,"Weekend","5",30,26
"1566",1566,1566,1478144,155124,"The Meatball Shop","Italian",33.03,"Weekend","5",30,16
"1567",1567,1567,1476615,338599,"RedFarm Hudson","Chinese",29.44,"Weekday","4",29,32
"1568",1568,1568,1478419,118776,"Blue Ribbon Sushi Bar & Grill","Japanese",15.96,"Weekend","5",31,20
"1569",1569,1569,1476920,36118,"RedFarm Broadway","Chinese",12.13,"Weekend","4",20,19
"1570",1570,1570,1477786,145389,"RedFarm Hudson","Chinese",4.75,"Weekend","3",23,25
"1571",1571,1571,1476924,153048,"Shake Shack","American",21.83,"Weekend","Not given",28,23
"1572",1572,1572,1476547,83095,"Bareburger","American",6.84,"Weekend","5",22,24
"1573",1573,1573,1477561,183704,"The Meatball Shop","Italian",6.74,"Weekend","Not given",30,25
"1574",1574,1574,1477422,64401,"The Meatball Shop","Italian",16.54,"Weekday","5",32,24
"1575",1575,1575,1477436,88853,"RedFarm Hudson","Chinese",29.29,"Weekend","4",27,21
"1576",1576,1576,1478353,369809,"Momoya","Japanese",12.23,"Weekday","3",32,24
"1577",1577,1577,1477086,164529,"Blue Ribbon Sushi","Japanese",17.08,"Weekday","5",35,29
"1578",1578,1578,1477688,101285,"Blue Ribbon Sushi","Japanese",12.13,"Weekend","4",35,28
"1579",1579,1579,1477011,309983,"S'MAC","American",12.61,"Weekday","Not given",34,24
"1580",1580,1580,1477695,302131,"Rubirosa","Italian",24.2,"Weekend","Not given",33,28
"1581",1581,1581,1476608,297674,"Burger Joint","American",7.81,"Weekend","3",33,24
"1582",1582,1582,1478375,214028,"Boqueria","Spanish",22.85,"Weekend","5",28,30
"1583",1583,1583,1476965,276192,"Delicatessen","American",24.2,"Weekend","4",21,19
"1584",1584,1584,1476757,115610,"12 Chairs","Middle Eastern",14.12,"Weekend","Not given",31,27
"1585",1585,1585,1476611,300003,"Grand Sichuan International","Chinese",12.23,"Weekend","Not given",24,28
"1586",1586,1586,1477055,77544,"Bareburger","American",14.12,"Weekend","4",26,19
"1587",1587,1587,1477949,385023,"Rubirosa","Italian",24.35,"Weekend","3",30,28
"1588",1588,1588,1477406,154022,"Blue Ribbon Sushi Bar & Grill","Japanese",16.74,"Weekend","4",22,20
"1589",1589,1589,1478118,101285,"Blue Ribbon Sushi","Japanese",9.85,"Weekend","3",24,15
"1590",1590,1590,1477352,100148,"Sushi of Gari","Japanese",9.31,"Weekend","5",31,22
"1591",1591,1591,1478276,352827,"Shake Shack","American",17.03,"Weekend","Not given",21,28
"1592",1592,1592,1477837,93133,"Nobu Next Door","Japanese",12.08,"Weekend","Not given",21,19
"1593",1593,1593,1476781,333449,"Shake Shack","American",12.13,"Weekday","Not given",22,25
"1594",1594,1594,1476879,259341,"Blue Ribbon Fried Chicken","American",8.39,"Weekend","4",26,17
"1595",1595,1595,1477383,174796,"Xi'an Famous Foods","Chinese",6.64,"Weekend","Not given",35,19
"1596",1596,1596,1477534,155124,"The Meatball Shop","Italian",9.22,"Weekend","Not given",30,19
"1597",1597,1597,1477111,127149,"P.J. Clarke's","American",31.33,"Weekend","4",26,19
"1598",1598,1598,1477818,144352,"Shake Shack","American",22.36,"Weekend","4",27,27
"1599",1599,1599,1477249,351561,"The Kati Roll Company","Indian",20.13,"Weekday","Not given",24,31
"1600",1600,1600,1477095,196355,"Shake Shack","American",13.1,"Weekday","Not given",20,28
"1601",1601,1601,1477379,145962,"Joe's Shanghai <U+008E>_<c0><U+008E><fc><a3><be><f7><b4>","Chinese",22.31,"Weekday","3",27,31
"1602",1602,1602,1477128,354016,"Waverly Diner","American",14.94,"Weekend","Not given",28,28
"1603",1603,1603,1478125,49104,"Shake Shack","American",16.15,"Weekday","4",20,26
"1604",1604,1604,1477707,133330,"Blue Ribbon Fried Chicken","American",25.27,"Weekend","5",29,28
"1605",1605,1605,1478191,390232,"Friend of a Farmer","American",9.7,"Weekend","Not given",35,22
"1606",1606,1606,1476614,138462,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,"Weekday","5",21,29
"1607",1607,1607,1477105,67844,"The Smile","American",9.17,"Weekday","5",26,28
"1608",1608,1608,1477124,270789,"Vanessa's Dumplings","Chinese",9.51,"Weekend","Not given",31,23
"1609",1609,1609,1476980,117810,"Momoya","Japanese",6.02,"Weekend","5",28,20
"1610",1610,1610,1477162,42755,"Blue Ribbon Fried Chicken","American",15.72,"Weekend","4",25,19
"1611",1611,1611,1476754,229946,"Balthazar Boulangerie","French",21.25,"Weekend","Not given",25,20
"1612",1612,1612,1477260,229946,"Chipotle Mexican Grill $1.99 Delivery","Mexican",29.1,"Weekend","4",27,25
"1613",1613,1613,1478297,180618,"Bareburger","American",24.2,"Weekend","5",27,24
"1614",1614,1614,1476792,346280,"Saravanaa Bhavan","Indian",9.17,"Weekday","Not given",24,29
"1615",1615,1615,1477554,72726,"Shake Shack","American",11.69,"Weekend","Not given",31,28
"1616",1616,1616,1477820,41746,"Schnipper's Quality Kitchen","American",25.22,"Weekend","4",33,18
"1617",1617,1617,1478291,385134,"RedFarm Broadway","Chinese",31.87,"Weekend","5",27,18
"1618",1618,1618,1477628,83287,"Blue Ribbon Sushi Izakaya","Japanese",9.22,"Weekend","Not given",28,15
"1619",1619,1619,1478038,45164,"Shake Shack","American",12.18,"Weekend","Not given",31,28
"1620",1620,1620,1478356,62540,"Blue Ribbon Sushi","Japanese",16.44,"Weekend","Not given",22,18
"1621",1621,1621,1477952,371117,"Shake Shack","American",13.1,"Weekend","4",30,29
"1622",1622,1622,1476992,85782,"Vezzo Thin Crust Pizza","Italian",12.13,"Weekend","Not given",27,15
"1623",1623,1623,1478040,47280,"Sushi of Gari Tribeca","Japanese",12.13,"Weekday","5",22,26
"1624",1624,1624,1477905,164626,"The Meatball Shop","Italian",15.57,"Weekend","4",20,24
"1625",1625,1625,1477658,80795,"Tamarind TriBeCa","Indian",14.02,"Weekday","Not given",20,25
"1626",1626,1626,1477918,62912,"Yama Japanese Restaurant","Japanese",24.25,"Weekday","Not given",23,30
"1627",1627,1627,1477562,93113,"The Odeon","American",6.69,"Weekend","4",30,20
"1628",1628,1628,1476847,114085,"The Meatball Shop","Italian",24.3,"Weekend","4",29,15
"1629",1629,1629,1477081,222734,"Shake Shack","American",24.25,"Weekday","Not given",23,30
"1630",1630,1630,1476604,126798,"Cafe Mogador","Middle Eastern",19.45,"Weekday","4",23,29
"1631",1631,1631,1478016,154471,"Yama Japanese Restaurant","Japanese",9.65,"Weekend","5",24,16
"1632",1632,1632,1477087,206039,"Shake Shack","American",12.66,"Weekend","5",25,15
"1633",1633,1633,1476706,327651,"Hunan Manor","Chinese",5.72,"Weekday","5",31,26
"1634",1634,1634,1477906,66012,"Sushi of Gari Tribeca","Japanese",19.02,"Weekend","5",27,29
"1635",1635,1635,1478381,111909,"Ravagh Persian Grill","Middle Eastern",16.06,"Weekend","Not given",28,21
"1636",1636,1636,1478142,114085,"Hatsuhana","Japanese",29.15,"Weekend","3",33,28
"1637",1637,1637,1477654,301032,"Blue Ribbon Fried Chicken","American",12.13,"Weekend","5",25,29
"1638",1638,1638,1477965,384411,"Shake Shack","American",19.45,"Weekday","3",24,29
"1639",1639,1639,1476960,45577,"Parm","Italian",21.83,"Weekday","Not given",23,32
"1640",1640,1640,1478134,82041,"Sushi of Gari Tribeca","Japanese",21.83,"Weekday","Not given",34,30
"1641",1641,1641,1477588,286386,"5 Napkin Burger","American",29.05,"Weekend","3",26,21
"1642",1642,1642,1477897,79507,"The Meatball Shop","Italian",12.56,"Weekday","Not given",31,32
"1643",1643,1643,1477217,139639,"Sushi of Gari 46","Japanese",29.15,"Weekday","Not given",32,32
"1644",1644,1644,1476772,149984,"Sushi of Gari","Japanese",12.13,"Weekday","5",29,26
"1645",1645,1645,1478167,88078,"RedFarm Hudson","Chinese",12.23,"Weekday","Not given",20,25
"1646",1646,1646,1477101,81828,"The Meatball Shop","American",14.55,"Weekend","5",21,30
"1647",1647,1647,1477665,231061,"Han Dynasty","Chinese",34.19,"Weekday","Not given",21,31
"1648",1648,1648,1477103,342515,"Five Guys Burgers and Fries","American",19.45,"Weekend","5",22,23
"1649",1649,1649,1477880,114410,"The Meatball Shop","Italian",14.6,"Weekend","5",21,23
"1650",1650,1650,1477346,235620,"Shake Shack","American",5.53,"Weekday","4",28,26
"1651",1651,1651,1477157,92006,"Blue Ribbon Sushi Bar & Grill","Japanese",10.82,"Weekend","Not given",25,24
"1652",1652,1652,1477886,241310,"Blue Ribbon Sushi","Japanese",32.93,"Weekday","3",34,31
"1653",1653,1653,1477442,184325,"Asuka Sushi","Japanese",19.45,"Weekend","5",23,23
"1654",1654,1654,1477434,77857,"Shake Shack","American",29.15,"Weekend","5",20,21
"1655",1655,1655,1477303,92768,"Sushi of Gari 46","Japanese",19.35,"Weekday","Not given",28,24
"1656",1656,1656,1477423,80466,"J. G. Melon","American",14.6,"Weekend","5",32,24
"1657",1657,1657,1478424,304052,"Parm","Italian",11.59,"Weekday","5",35,29
"1658",1658,1658,1476571,334758,"Melt Shop","American",29.15,"Weekend","4",26,17
"1659",1659,1659,1477034,259341,"J. G. Melon","American",29.05,"Weekend","Not given",26,28
"1660",1660,1660,1477673,132906,"Sushi of Gari 46","Japanese",22.46,"Weekday","Not given",21,29
"1661",1661,1661,1478061,64151,"Jack's Wife Freda","Mediterranean",16.01,"Weekday","Not given",28,33
"1662",1662,1662,1476901,391860,"Lucky's Famous Burgers","American",11.59,"Weekend","5",26,23
"1663",1663,1663,1478113,74048,"ilili Restaurant","Middle Eastern",25.22,"Weekday","4",32,25
"1664",1664,1664,1477986,115213,"Junoon","Indian",22.75,"Weekend","5",29,28
"1665",1665,1665,1477770,59742,"J. G. Melon","American",7.33,"Weekday","Not given",31,30
"1666",1666,1666,1478420,104355,"Momoya","Japanese",15.81,"Weekend","5",25,15
"1667",1667,1667,1477252,96262,"Cafe Habana","Mexican",8.1,"Weekend","Not given",20,16
"1668",1668,1668,1476883,354948,"Westville Hudson","American",16.01,"Weekend","5",20,18
"1669",1669,1669,1478442,378035,"Five Guys Burgers and Fries","American",29.73,"Weekend","5",21,25
"1670",1670,1670,1477898,68248,"J. G. Melon","American",10.43,"Weekday","5",35,29
"1671",1671,1671,1477476,276192,"Delicatessen","American",32.93,"Weekend","4",30,18
"1672",1672,1672,1477520,178158,"Chipotle Mexican Grill $1.99 Delivery","Mexican",31.33,"Weekend","4",35,21
"1673",1673,1673,1477652,99393,"Parm","Italian",10.14,"Weekday","Not given",24,28
"1674",1674,1674,1478205,65361,"Coppola's East","Italian",13.05,"Weekend","Not given",32,16
"1675",1675,1675,1477751,385134,"RedFarm Broadway","Chinese",16.2,"Weekend","5",29,18
"1676",1676,1676,1477021,231453,"Mamoun's Falafel","Mediterranean",14.46,"Weekend","Not given",20,29
"1677",1677,1677,1476959,65007,"Serafina Fabulous Pizza","Italian",19.5,"Weekday","5",22,33
"1678",1678,1678,1476687,61722,"Blue Ribbon Sushi","Japanese",14.5,"Weekend","Not given",28,28
"1679",1679,1679,1477798,378035,"Five Guys Burgers and Fries","American",13,"Weekend","4",29,27
"1680",1680,1680,1476938,164776,"TAO","Japanese",25.27,"Weekday","Not given",33,30
"1681",1681,1681,1477022,61588,"Blue Ribbon Sushi","Japanese",12.08,"Weekend","4",33,22
"1682",1682,1682,1477077,40808,"Shake Shack","American",12.18,"Weekend","4",27,23
"1683",1683,1683,1478361,371117,"Shake Shack","American",29.1,"Weekend","5",26,24
"1684",1684,1684,1477407,123535,"RedFarm Hudson","Chinese",12.61,"Weekend","5",31,22
"1685",1685,1685,1477207,58088,"Sushi of Gari 46","Japanese",12.18,"Weekday","Not given",24,26
"1686",1686,1686,1477122,97806,"Shake Shack","American",8.63,"Weekend","Not given",33,19
"1687",1687,1687,1477199,154471,"Yama Japanese Restaurant","Japanese",9.02,"Weekday","3",25,33
"1688",1688,1688,1478060,97346,"Osteria Morini","Italian",9.51,"Weekend","Not given",22,26
"1689",1689,1689,1478074,41638,"Blue Ribbon Fried Chicken","American",29.05,"Weekend","5",30,29
"1690",1690,1690,1477614,255697,"Sushi Samba","Japanese",14.02,"Weekend","Not given",30,29
"1691",1691,1691,1477181,302790,"Carmine's","Italian",29.05,"Weekday","Not given",33,32
"1692",1692,1692,1477454,210544,"Despa_a","Spanish",16.06,"Weekend","5",21,17
"1693",1693,1693,1476870,94524,"The Meatball Shop","Italian",24.3,"Weekend","5",28,25
"1694",1694,1694,1477759,68551,"Blue Ribbon Sushi Bar & Grill","Japanese",12.13,"Weekend","Not given",21,29
"1695",1695,1695,1477606,39406,"RedFarm Broadway","Chinese",9.27,"Weekday","4",32,29
"1696",1696,1696,1478302,318665,"Blue Ribbon Sushi Bar & Grill","Japanese",4.9,"Weekday","4",29,32
"1697",1697,1697,1476574,376993,"Emporio","Italian",31.43,"Weekend","Not given",25,29
"1698",1698,1698,1478306,358158,"Parm","Italian",9.12,"Weekend","Not given",23,21
"1699",1699,1699,1476565,41991,"Blue Ribbon Sushi Bar & Grill","Japanese",15.33,"Weekend","5",32,29
"1700",1700,1700,1478200,164016,"Blue Ribbon Fried Chicken","American",12.13,"Weekend","5",28,23
"1701",1701,1701,1478264,70564,"Jack's Wife Freda","Mediterranean",16.15,"Weekday","5",22,24
"1702",1702,1702,1477228,52574,"Jack's Wife Freda","Mediterranean",6.74,"Weekend","Not given",25,22
"1703",1703,1703,1478057,75548,"Parm","Italian",7.38,"Weekend","Not given",26,20
"1704",1704,1704,1478256,147468,"Tamarind TriBeCa","Indian",6.69,"Weekend","5",22,18
"1705",1705,1705,1478259,68446,"Hill Country Fried Chicken","Southern",12.47,"Weekend","Not given",29,28
"1706",1706,1706,1477483,142681,"Osteria Morini","Italian",6.79,"Weekday","4",32,29
"1707",1707,1707,1477257,400950,"Sushi of Gari 46","Japanese",12.13,"Weekday","5",34,28
"1708",1708,1708,1477056,298824,"Shake Shack","American",12.18,"Weekend","Not given",23,18
"1709",1709,1709,1477402,377481,"Otto Enoteca Pizzeria","Italian",24.25,"Weekday","Not given",31,30
"1710",1710,1710,1476760,180776,"Empanada Mama (closed)","Mexican",22.75,"Weekend","Not given",29,18
"1711",1711,1711,1477030,240982,"Rubirosa","Italian",24.3,"Weekday","3",29,31
"1712",1712,1712,1476850,85091,"The Meatball Shop","Italian",13.05,"Weekday","5",23,31
"1713",1713,1713,1477356,354923,"Caf<U+0329> China","Chinese",15.57,"Weekday","4",34,31
"1714",1714,1714,1477990,59673,"Rubirosa","Italian",12.95,"Weekend","4",30,25
"1715",1715,1715,1477448,142574,"Sushi of Gari","Japanese",22.75,"Weekend","5",30,22
"1716",1716,1716,1477784,146555,"Momoya","Japanese",24.3,"Weekend","5",28,20
"1717",1717,1717,1478425,373152,"Parm","Italian",14.02,"Weekday","Not given",28,32
"1718",1718,1718,1477031,201471,"Friend of a Farmer","American",24.2,"Weekend","Not given",33,27
"1719",1719,1719,1477969,69516,"Wa Jeal","Chinese",6.74,"Weekend","Not given",32,24
"1720",1720,1720,1476595,385150,"Blue Ribbon Sushi","Japanese",14.02,"Weekend","Not given",35,16
"1721",1721,1721,1478070,129206,"RedFarm Broadway","Chinese",14.07,"Weekend","3",20,15
"1722",1722,1722,1477501,151191,"RedFarm Hudson","Chinese",12.18,"Weekend","5",34,24
"1723",1723,1723,1476727,49086,"Jack's Wife Freda","Mediterranean",12.95,"Weekday","3",22,33
"1724",1724,1724,1477016,78067,"Parm","Italian",15.37,"Weekend","Not given",29,23
"1725",1725,1725,1477511,261665,"RedFarm Broadway","Chinese",7.67,"Weekend","5",24,15
"1726",1726,1726,1477067,370656,"Vanessa's Dumplings","Chinese",8.3,"Weekend","Not given",24,20
"1727",1727,1727,1477068,108046,"Rubirosa","Italian",12.18,"Weekend","Not given",33,20
"1728",1728,1728,1477551,277898,"Blue Ribbon Fried Chicken","American",29.44,"Weekend","4",33,27
"1729",1729,1729,1478415,105665,"Blue Ribbon Sushi Bar & Grill","Japanese",12.56,"Weekday","Not given",32,27
"1730",1730,1730,1478129,52256,"Han Dynasty","Chinese",12.18,"Weekend","Not given",30,15
"1731",1731,1731,1477096,158578,"Xi'an Famous Foods","Chinese",14.12,"Weekday","3",24,31
"1732",1732,1732,1477891,142461,"Shake Shack","American",25.22,"Weekend","Not given",28,26
"1733",1733,1733,1477881,63361,"Cafeteria","American",13.05,"Weekend","Not given",31,16
"1734",1734,1734,1478197,41205,"Shake Shack","American",12.08,"Weekend","5",28,23
"1735",1735,1735,1477082,107909,"ilili Restaurant","Middle Eastern",24.2,"Weekday","4",34,24
"1736",1736,1736,1477781,183520,"Tamarind TriBeCa","Indian",12.47,"Weekend","5",32,26
"1737",1737,1737,1476570,148459,"The Kati Roll Company","Indian",5.87,"Weekday","Not given",26,30
"1738",1738,1738,1476677,302790,"Le Zie 2000 Trattoria","Italian",15.47,"Weekend","Not given",22,30
"1739",1739,1739,1478397,121706,"Blue Ribbon Fried Chicken","American",24.3,"Weekend","5",22,15
"1740",1740,1740,1477608,125123,"Le Grainne Cafe","French",15.96,"Weekend","4",25,22
"1741",1741,1741,1478241,60052,"RedFarm Broadway","Chinese",24.2,"Weekend","5",31,19
"1742",1742,1742,1477216,259341,"Momoya","Japanese",29.35,"Weekday","Not given",31,30
"1743",1743,1743,1478379,142753,"Shake Shack","American",8.63,"Weekday","Not given",31,32
"1744",1744,1744,1478237,81110,"Han Dynasty","Chinese",16.44,"Weekday","Not given",23,29
"1745",1745,1745,1477732,399729,"Shake Shack","American",24.25,"Weekend","4",20,29
"1746",1746,1746,1476842,103970,"RedFarm Broadway","Chinese",14.12,"Weekend","Not given",35,23
"1747",1747,1747,1476984,286386,"5 Napkin Burger","American",7.91,"Weekday","Not given",29,26
"1748",1748,1748,1476783,96254,"Han Dynasty","Chinese",19.4,"Weekend","Not given",35,26
"1749",1749,1749,1476989,64401,"The Meatball Shop","Italian",21.34,"Weekday","5",22,24
"1750",1750,1750,1477213,53156,"The Meatball Shop","Italian",13.19,"Weekend","Not given",26,29
"1751",1751,1751,1477607,386995,"Han Dynasty","Chinese",9.75,"Weekend","Not given",29,25
"1752",1752,1752,1477863,128216,"Shake Shack","American",8.2,"Weekday","4",33,26
"1753",1753,1753,1478360,375043,"Tamarind TriBeCa","Indian",24.2,"Weekend","Not given",24,29
"1754",1754,1754,1477134,361654,"The Meatball Shop","Italian",13.53,"Weekend","5",22,24
"1755",1755,1755,1478390,38612,"Vanessa's Dumplings","Chinese",12.13,"Weekday","Not given",31,33
"1756",1756,1756,1476794,73274,"S'MAC","American",9.56,"Weekend","Not given",27,20
"1757",1757,1757,1478116,378482,"Five Guys Burgers and Fries","American",5.72,"Weekday","Not given",22,24
"1758",1758,1758,1478344,55334,"Sushi of Gari Tribeca","Japanese",9.46,"Weekend","5",32,20
"1759",1759,1759,1477796,40745,"Parm","Italian",15.91,"Weekday","Not given",32,28
"1760",1760,1760,1478243,159626,"Blue Ribbon Sushi","Japanese",29.1,"Weekend","4",21,15
"1761",1761,1761,1477069,377260,"Blue Ribbon Fried Chicken","American",12.18,"Weekend","5",35,27
"1762",1762,1762,1476953,252342,"Westville Hudson","American",20.13,"Weekend","4",29,19
"1763",1763,1763,1477700,60039,"Blue Ribbon Sushi","Japanese",33.37,"Weekday","3",30,27
"1764",1764,1764,1478106,129206,"Shake Shack","American",29.15,"Weekday","Not given",34,28
"1765",1765,1765,1477625,106860,"Sushi of Gari Tribeca","Japanese",17.03,"Weekday","Not given",35,30
"1766",1766,1766,1478213,122092,"Han Dynasty","Chinese",22.31,"Weekend","3",23,29
"1767",1767,1767,1476779,378820,"Sushi Samba","Japanese",31.33,"Weekend","5",35,20
"1768",1768,1768,1478207,62161,"Tamarind TriBeCa","Indian",24.2,"Weekend","4",28,26
"1769",1769,1769,1477075,52832,"ilili Restaurant","Middle Eastern",31.43,"Weekday","3",26,29
"1770",1770,1770,1477145,207281,"Shake Shack","American",29.3,"Weekday","5",33,32
"1771",1771,1771,1478153,300208,"Xi'an Famous Foods","Chinese",6.02,"Weekend","5",33,24
"1772",1772,1772,1477689,203442,"Terakawa Ramen","Japanese",19.6,"Weekday","Not given",23,26
"1773",1773,1773,1477742,338599,"Blue Ribbon Fried Chicken","American",6.84,"Weekend","3",24,26
"1774",1774,1774,1477391,60835,"RedFarm Hudson","Chinese",16.49,"Weekend","3",34,20
